Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-GEOD-69229	Epigenetic landscape correlates with genetic subtype but does not predict outcome in childhood acute lymphoblastic leukemia	methylation profiling by array	Homo sapiens	52	2015-08-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69229/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-69229/
E-GEOD-70494	Epigenome-wide and Transcriptome-wide Analyses Reveal Gestational Diabetes is Associated with Alterations in the Human Leukocyte Antigen Complex	transcription profiling by array, methylation profiling by array	Homo sapiens	145	2015-08-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-70494/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-70494/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-70494/
E-GEOD-70453	Epigenome-wide and Transcriptome-wide Analyses Reveal Gestational Diabetes is Associated with Alterations in the Human Leukocyte Antigen Complex [methylation]	methylation profiling by array	Homo sapiens	82	2015-08-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-70453/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-70453/
E-GEOD-62111	Epigenome analysis of the effects of JQ1 on DNA methylation	methylation profiling by array	Homo sapiens	8	2015-08-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-62111/E-GEOD-62111.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-62111/
E-GEOD-60787	Genome-wide DNA methylation analysis of seminoma-like TCam-2 cells during transition into an embryonal carcinoma-like state	methylation profiling by array	Homo sapiens	12	2015-08-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-60787/E-GEOD-60787.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-60787/
E-GEOD-59962	DNA methylation data from normal and chronic periodontitis patients from site OCI and USC	methylation profiling by array	Homo sapiens	42	2015-07-29	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-59962/E-GEOD-59962.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-59962/
E-GEOD-59939	DNA methylation data from 11 normal and 9 chronic periodontitis patients from site USC	methylation profiling by array	Homo sapiens	20	2015-07-29	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-59939/E-GEOD-59939.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-59939/
E-GEOD-59932	DNA methylation data from 12 normal and 10 chronic periodontitis patients from site OCI	methylation profiling by array	Homo sapiens	22	2015-07-29	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-59932/E-GEOD-59932.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-59932/
E-GEOD-69046	The Senescent Methylome and its relationship with cancer, ageing, and germline genetic variation in humans (methylation experiment 2)	methylation profiling by array	Homo sapiens	6	2015-07-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69046/E-GEOD-69046.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-69046/
E-GEOD-56719	The Senescent Methylome and its relationship with cancer, ageing, and germline genetic variation in humans (methylation experiment 1)	methylation profiling by array	Homo sapiens	24	2015-07-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-56719/E-GEOD-56719.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-56719/
E-GEOD-58035	The Senescent Methylome and its relationship with cancer, ageing, and germline genetic variation in humans	transcription profiling by array, methylation profiling by array	Homo sapiens	36	2015-07-24	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-58035/E-GEOD-58035.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-58035/
E-GEOD-39565	Evaluation of the whole genome amplification of bisulfite modified DNA	methylation profiling by array	Homo sapiens	9	2015-07-22	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-39565/E-GEOD-39565.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-39565/
E-GEOD-67351	Altering TET dioxygenase levels within physiological range affects DNA methylation dynamics of HEK293 cells	transcription profiling by array, methylation profiling by high throughput sequencing, methylation profiling by array	Homo sapiens	30	2015-07-16	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67351/E-GEOD-67351.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67351/E-GEOD-67351.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67351/
E-GEOD-67349	Effect of TET1 overexpression on DNA methylation levels of HEK293 cells	methylation profiling by array	Homo sapiens	6	2015-07-16	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67349/E-GEOD-67349.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67349/
E-GEOD-70739	Genome-wide analysis of the isogenic embryonic and induced pluripotent stem cell lines revealed no traces of parental cell type or reprogramming process and provided the approach for the best clone selection	transcription profiling by array, methylation profiling by array	Homo sapiens	48	2015-07-15	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-70739/E-GEOD-70739.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-70739/E-GEOD-70739.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-70739/
E-GEOD-70737	Genome-wide analysis of the isogenic embryonic and induced pluripotent stem cell lines revealed no traces of parental cell type or reprogramming process and provided the approach for the best clone selection [methylation]	methylation profiling by array	Homo sapiens	24	2015-07-15	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-70737/E-GEOD-70737.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-70737/E-GEOD-70737.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-70737/
E-GEOD-66298	A DNA Hypomethylation Signature Predicts Novel Anti-Tumor Activity of LSD1 Inhibitors in SCLC	ChIP-seq, transcription profiling by array, methylation profiling by array	Homo sapiens	136	2015-07-14	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66298/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66298/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-66298/
E-GEOD-66295	A DNA Hypomethylation Signature Predicts Novel Anti-Tumor Activity of LSD1 Inhibitors in SCLC (BeadChip)	methylation profiling by array	Homo sapiens	42	2015-07-14	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66295/E-GEOD-66295.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66295/E-GEOD-66295.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-66295/
E-GEOD-66552	Symmetrical dose-dependent DNA methylation profiles in children with deletion or duplication of chromosome 7q11.23	methylation profiling by array	Homo sapiens	45	2015-07-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66552/E-GEOD-66552.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66552/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-66552/
E-GEOD-64934	Chronic growth factor signaling in Acute Myeloid Leukemia is connected to a specific chromatin signature [Methylation]	methylation profiling by array	Homo sapiens	9	2015-07-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-64934/E-GEOD-64934.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-64934/
E-GEOD-69118	DNA methylation of estrogen regulated enhancers defines endocrine sensitivity in breast cancer	methylation profiling by array	Homo sapiens	8	2015-07-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69118/E-GEOD-69118.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69118/E-GEOD-69118.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-69118/
E-GEOD-67490	Omic Personality: The Longitudinal Consistency of Transcriptional, Epigenetic and Clinical Profiles [DNA Methylation]	methylation profiling by array	Homo sapiens	36	2015-07-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67490/E-GEOD-67490.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67490/
E-GEOD-53849	DNA methylation data from 11 periodontitis cases and 12 age-matched healthy individuals	methylation profiling by array	Homo sapiens	23	2015-07-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-53849/E-GEOD-53849.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-53849/
E-GEOD-68622	whole-genome SNP-CN and DNA methylation data from cell lines originating from patients with multiple myeloma	ChIP-chip by SNP array, methylation profiling by array	Homo sapiens	9	2015-06-30	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68622/E-GEOD-68622.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-68622/
E-GEOD-68259	DNA methylation data from cell lines originating from patients with multiple myeloma	methylation profiling by array	Homo sapiens	6	2015-06-30	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68259/E-GEOD-68259.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-68259/
E-GEOD-57318	Novel culture conditions facilitating the induction of naïve pluripotency in human embryonic stem cells	methylation profiling by array	Homo sapiens	6	2015-06-29	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-57318/E-GEOD-57318.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-57318/
E-GEOD-68777	Association of DNA Methylation with Acute Mania and Inflammatory Markers	methylation profiling by array	Homo sapiens	40	2015-06-22	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68777/E-GEOD-68777.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68777/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-68777/
E-GEOD-68060	Methyome profiling in serrated carcinoma	methylation profiling by array	Homo sapiens	120	2015-06-21	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68060/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68060/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-68060/
E-GEOD-70024	Genome-wide analysis of gene methylation by effect of proton beam on breast cell line MCF-7	methylation profiling by array	Homo sapiens	2	2015-06-19	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-70024/E-GEOD-70024.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-70024/
E-GEOD-65306	Comprehensive genomic analysis of relapse neuroblastoma [methylation]	methylation profiling by array	Homo sapiens	32	2015-06-19	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-65306/E-GEOD-65306.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-65306/E-GEOD-65306.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-65306/
E-GEOD-69948	Methylation microarray studies highlight PDGFA expression as a factor in biliary atresia	methylation profiling by array	Homo sapiens	13	2015-06-18	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69948/E-GEOD-69948.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-69948/
E-GEOD-63849	Comparison of the DNA methylation profiles of CD19+ B lymphocytes of a pair of monozygotic twins discordant for common variable immunodeficiency	methylation profiling by array	Homo sapiens	6	2015-06-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-63849/E-GEOD-63849.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-63849/
E-GEOD-67485	Global DNA methylation landscape reveals roles of DNA methylation involved in the regulation of drug metabolizing enzyme	transcription profiling by array, methylation profiling by array	Homo sapiens	19	2015-06-16	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67485/E-GEOD-67485.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67485/E-GEOD-67485.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67485/
E-GEOD-67484	Global DNA methylation landscape reveals roles of DNA methylation involved in the regulation of drug metabolizing enzyme [III]	methylation profiling by array	Homo sapiens	4	2015-06-16	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67484/E-GEOD-67484.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67484/E-GEOD-67484.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67484/
E-GEOD-67477	Global DNA methylation landscape reveals roles of DNA methylation involved in the regulation of drug metabolizing enzyme [II]	methylation profiling by array	Homo sapiens	7	2015-06-16	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67477/E-GEOD-67477.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67477/E-GEOD-67477.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67477/
E-GEOD-67619	Somatic cell fusions reveal extensive heterogeneity in basal-like breast cancer [methylation450]	methylation profiling by array	Homo sapiens	20	2015-06-10	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67619/E-GEOD-67619.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67619/
E-GEOD-67749	Frontal lobe (brain) Illumina Inf 450 DNA methylation samples from HIV+ and HIV- human subjects	methylation profiling by array	Homo sapiens	33	2015-06-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67749/E-GEOD-67749.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67749/
E-GEOD-67748	Cerebellum Illumina Inf 450 DNA methylation samples from HIV+ and HIV- human subjects	methylation profiling by array	Homo sapiens	20	2015-06-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67748/E-GEOD-67748.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67748/
E-GEOD-59457	DNA methylation levels of various brain regions from HIV+ and HIV- subjects	methylation profiling by array	Homo sapiens	130	2015-06-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-59457/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-59457/
E-GEOD-53841	Whole blood DNA methylation samples from HIV positive men [2012 study]	methylation profiling by array	Homo sapiens	24	2015-06-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-53841/E-GEOD-53841.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-53841/
E-GEOD-69636	Lead exposure induces changes in 5-hydroxymethylcytosine clusters in CpG islands in human embryonic stem cells and umbilical cord blood	methylation profiling by array	Homo sapiens	102	2015-06-08	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69636/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-69636/
E-GEOD-69634	Lead exposure induces changes in 5-hydroxymethylcytosine clusters in CpG islands in human embryonic stem cells and umbilical cord blood [Pb_hESC]	methylation profiling by array	Homo sapiens	11	2015-06-08	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69634/E-GEOD-69634.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-69634/
E-GEOD-69633	Lead exposure induces changes in 5-hydroxymethylcytosine clusters in CpG islands in human embryonic stem cells and umbilical cord blood [ELEMENT]	methylation profiling by array	Homo sapiens	92	2015-06-08	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69633/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-69633/
E-GEOD-64511	DNA methylation profiles of multiple human tissues	methylation profiling by array	Homo sapiens	372	2015-06-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-64511/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-64511/
E-GEOD-64509	DNA methylation profiles of human brain tissue samples	methylation profiling by array	Homo sapiens	260	2015-06-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-64509/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-64509/
E-GEOD-64491	DNA methylation profiles of 30 tissues from a 112 year old woman	methylation profiling by array	Homo sapiens	64	2015-06-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-64491/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-64491/
E-GEOD-64490	DNA methylation profiles of human bone samples	methylation profiling by array	Homo sapiens	48	2015-06-03	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-64490/E-GEOD-64490.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-64490/
E-GEOD-64495	DNA methylation profiles of human blood samples from a severe developmental disorder and controls	methylation profiling by array	Homo sapiens	113	2015-05-28	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-64495/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-64495/
E-GEOD-59509	Genome-wide methylation profiles of forensically relevant body fluids	methylation profiling by array	Homo sapiens	42	2015-05-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-59509/E-GEOD-59509.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-59509/
E-GEOD-59508	Genome-wide methylation profiles of forensically relevant body fluids [Set3]	methylation profiling by array	Homo sapiens	6	2015-05-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-59508/E-GEOD-59508.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-59508/
E-GEOD-59507	Genome-wide methylation profiles of forensically relevant body fluids [Set2]	methylation profiling by array	Homo sapiens	12	2015-05-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-59507/E-GEOD-59507.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-59507/
E-GEOD-59505	Genome-wide methylation profiles of forensically relevant body fluids [Set1]	methylation profiling by array	Homo sapiens	24	2015-05-26	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-59505/E-GEOD-59505.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-59505/
E-GEOD-69103	Induced pluripotent stem cell models of Zellweger spectrum disorder show cell-type-specific lipid abnormalities	transcription profiling by array, methylation profiling by array	Homo sapiens	79	2015-05-21	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69103/E-GEOD-69103.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-69103/E-GEOD-69103.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-69103/
E-GEOD-65362	Robust Molecular Classification of Ependymal Tumors Across All Anatomic Compartments	methylation profiling by array	Homo sapiens	562	2015-05-21	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-65362/
E-GEOD-68134	DNA methylation profiles of fibroblasts and induced pluripotent stem cells (iPSCs) from individuals with Zellweger spectrum disorder (ZSD), a class of peroxisome biogenesis disorder, and healthy controls	methylation profiling by array	Homo sapiens	41	2015-05-19	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68134/E-GEOD-68134.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-68134/
E-GEOD-65820	Whole genome characterisation of chemoresistant ovarian cancer [Illumina_450K_Methylation]	methylation profiling by array	Homo sapiens	121	2015-05-19	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-65820/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-65820/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-65820/
E-GEOD-51547	DNA methylation in melanoma is connected to gene expression phenotypes and MITF pathway expression	methylation profiling by array	Homo sapiens	70	2015-05-17	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-51547/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-51547/
E-GEOD-54966	Transcriptomic analysis reveals novel long non-coding RNAs critical for vertebrate development [Illumina]	methylation profiling by array	Homo sapiens	8	2015-05-15	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-54966/E-GEOD-54966.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-54966/
E-GEOD-68838	caArray_EXP-620: TCGA (Coad): Analysis of DNA Methylation for COAD using Illumina Infinium HumanMethylation450 platform (Jhu-usc)	methylation profiling by array	Homo sapiens	302	2015-05-14	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68838/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-68838/
E-GEOD-68825	caArray_EXP-598: TCGA (LUSC): Analysis of DNA Methylation for LUSC using Illumina Infinium HumanMethylation450 platform (jhu-usc)	methylation profiling by array	Homo sapiens	144	2015-05-14	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68825/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-68825/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-68825/
E-GEOD-66500	DNA methylation dynamics in human carotid plaques after cerebrovascular events	methylation profiling by array	Homo sapiens	38	2015-05-14	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66500/E-GEOD-66500.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-66500/
E-GEOD-46522	A novel epigenetic regulated gene and involved in phenotypic switch classifies primary melanomas depending on the aggressiveness grade	transcription profiling by array, methylation profiling by array	Homo sapiens	8	2015-05-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-46522/E-GEOD-46522.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-46522/E-GEOD-46522.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-46522/
E-GEOD-46419	A novel epigenetic regulated gene and involved in phenotypic switch classifies primary melanomas depending on the aggressiveness grade (Illumina)	methylation profiling by array	Homo sapiens	6	2015-05-11	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-46419/E-GEOD-46419.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-46419/
E-GEOD-60044	Integration of transcriptome and methylome analyses to dissect molecular pathogenesis of primary aldosteronism: comparision between aldosterone-producing adenomas and adjacent adrenal glands	transcription profiling by array, methylation profiling by array	Homo sapiens	28	2015-05-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-60044/E-GEOD-60044.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-60044/E-GEOD-60044.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-60044/
E-GEOD-60043	Integration of transcriptome and methylome analyses to dissect molecular pathogenesis of primary aldosteronism: comparision between aldosterone-producing adenomas and adjacent adrenal glands [methylome]	methylation profiling by array	Homo sapiens	14	2015-05-09	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-60043/E-GEOD-60043.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-60043/
E-GEOD-58622	The fat cell epigenetic signature in post-obese women is characterized by global hypomethylation and differential DNA methylation of adipogenesis genes	methylation profiling by array	Homo sapiens	30	2015-05-06	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-58622/E-GEOD-58622.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-58622/
E-GEOD-53302	Epigenome analysis of aging muscle progenitors	methylation profiling by array	Homo sapiens	6	2015-05-01	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-53302/E-GEOD-53302.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-53302/
E-GEOD-62626	Combined MYC and TP53 defects emerge at medulloblastoma relapse and define rapidly progressive, therapeutically targetable disease	transcription profiling by array, comparative genomic hybridization by array	Homo sapiens, Mus musculus	88	2015-04-23	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-62626/processed/	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-62626/E-GEOD-62626.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-62626/
E-GEOD-62618	Methylation data from presentation and relapsed medulloblastoma tumour samples	methylation profiling by array	Homo sapiens	40	2015-04-23	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-62618/E-GEOD-62618.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-62618/
E-GEOD-59592	DNA methylome analysis in infants from The Gambia / Aflatoxin / Seasonality study	methylation profiling by array	Homo sapiens	124	2015-04-18	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-59592/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-59592/
E-GEOD-67919	Epigenome analysis of tumor adjacent normal tissue from breast cancer patients	methylation profiling by array	Homo sapiens	96	2015-04-15	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67919/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67919/
E-GEOD-66078	Emergence of a developmental stage-dependent human liver disease signature demonstrated by directed differentiation of alpha-1 antitrypsin deficient iPS cells	transcription profiling by array, methylation profiling by array	Homo sapiens	81	2015-04-15	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66078/E-GEOD-66078.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66078/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-66078/
E-GEOD-66077	Emergence of a developmental stage-dependent human liver disease signature demonstrated by directed differentiation of alpha-1 antitrypsin deficient iPS cells [HumanMethylation450]	methylation profiling by array	Homo sapiens	27	2015-04-15	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66077/E-GEOD-66077.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-66077/E-GEOD-66077.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-66077/
E-GEOD-67752	DNA methylation data from various human tissues related to HIV status	methylation profiling by array	Homo sapiens	120	2015-04-13	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67752/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67752/
E-GEOD-67733	HDAC inhibition imparts beneficial transgenerational effects in Huntington's disease mice via altered DNA and histone methylation	methylation profiling by array	Homo sapiens	12	2015-04-10	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67733/E-GEOD-67733.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-67733/E-GEOD-67733.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-67733/
E-GEOD-60885	Genome-wide DNA methylation identifies trophoblast invasion-related genes: Claudin-4 and Fucosyltransferase IV control mobility via altering matrix metalloproteinase activity	methylation profiling by array	Homo sapiens	17	2015-04-07	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-60885/E-GEOD-60885.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-60885/
E-GEOD-58770	A Sleeping Beauty Forward Genetic Screen Identifies Genes Promoting Osteosarcoma Development and Metastasis	methylation profiling by array	Homo sapiens	24	2015-04-07	https://www.ebi.ac.uk/arrayexpress/files/E-GEOD-58770/E-GEOD-58770.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-GEOD-58770/
