ID	Accession	Assay Type	Assay Nickname	Target label	Target gene	Biosample summary	Biosample	Description	Lab	Project	Status	Biological replicate	Technical replicate	Linked Antibody	Species	Life stage	Age	Age Units	Treatment	Term ID	Concentration	Concentration units	Duration	Duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR000CUP/	ENCSR000CUP	RNA-seq	RNA-seq			placental epithelial cell female newborn and male newborn	placental epithelial cell	The libraries contained in this experiment come from placental epithelial primary whole cells, HPIEpC isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	newborn	unknown											/replicates/464b3a01-6ab6-46c8-9c4e-3c7df27bd4bf/,/replicates/ad78e3b3-0684-497a-b4c6-ab7aad7111a3/
/experiments/ENCSR022MON/	ENCSR022MON	RNA-seq	polyA mRNA RNA-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	97	day										/replicates/d6c8e850-eda6-4ffe-b8d6-3074a485226b/
/experiments/ENCSR000CUF/	ENCSR000CUF	RNA-seq	RNA-seq			osteoblast female adult (56 years) and male adult (62 years)	osteoblast	RNA-seq on human HOB whole cell long total RNA.The libraries contained in this experiment come from osteoblast primary whole cells, HOB  isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	56,62	year										/replicates/8d3016d7-0a50-44a6-9ab2-73db011c268e/,/replicates/baf93686-8cac-45a8-98c8-89c7375eb8a4/
/experiments/ENCSR000CTP/	ENCSR000CTP	RNA-seq	polyA mRNA RNA-seq			IMR-90 nuclear fraction female fetal (16 weeks)	IMR-90	The libraries contained in this experiment come from lung fibroblasts primary nuclear extracts, IMR90. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	fetal	16	week										/replicates/7bebe13c-82ed-4ff9-99cd-391a2b1ac7d1/,/replicates/fe33a02c-9a80-448e-b151-2db188bab5d4/
/experiments/ENCSR000CQN/	ENCSR000CQN	RNA-seq	polyA depleted RNA-seq			keratinocyte cytosolic fraction female	keratinocyte	The libraries contained in this experiment come from independent growths of skin keratinocytes primary cytoplasmic extracts, NHEK.  They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted and DSN normalized Poly-A- RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	3	1		Homo sapiens	unknown	unknown											/replicates/8f0787c2-7368-428a-a779-e95d1b66470b/
/experiments/ENCSR000COZ/	ENCSR000COZ	RNA-seq	polyA mRNA RNA-seq			endothelial cell of umbilical vein male newborn	endothelial cell of umbilical vein	RNA-seq on human HUVEC whole cell long polyA+ RNA	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	newborn	unknown											/replicates/dfc781e0-27ec-40ea-9dea-5524a8c4067d/,/replicates/a25e10a8-c362-4bca-91f4-309cad1091ee/
/experiments/ENCSR000CPB/	ENCSR000CPB	RNA-seq	polyA mRNA RNA-seq			endothelial cell of umbilical vein nuclear fraction male newborn	endothelial cell of umbilical vein	RNA-seq on human HUVEC nucleus long polyA+ RNA	Thomas Gingeras, CSHL	ENCODE	released	4,3	1		Homo sapiens	newborn	unknown											/replicates/961f4231-eb23-458d-b37c-d1d70471aab3/,/replicates/3348787f-77be-4084-824b-d0b36f7f3042/
/experiments/ENCSR919MZM/	ENCSR919MZM	RNA-seq	RNA-seq			endometrial microvascular endothelial cells female adult (34 years)	endometrial microvascular endothelial cells	The libraries contained in this experiment come from independent growths of endometrial microvascular endothelial primary cell line HEMEC.  They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	34	year										/replicates/294dfe1b-1967-4060-94c4-3f0a6032c42b/,/replicates/5f768112-049b-409a-a822-e5ce0767484a/
/experiments/ENCSR620NSN/	ENCSR620NSN	RNA-seq	RNA-seq			bronchus fibroblast of lung	bronchus fibroblast of lung	The libraries contained in this experiment come from primary bronchial fibroblast cells (HBF).  They are stranded PE101 Illumina Hi-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/b8b8281c-a99e-4d65-9853-395cf95127af/,/replicates/f3e0ab15-8076-40a3-9e1e-932199a037d4/
/experiments/ENCSR489KNQ/	ENCSR489KNQ	RNA-seq	small RNA-seq			fibroblast of arm male adult (53 years)	fibroblast of arm	The libraries contained in this experiment come from independent growths of skin fibroblasts. They are stranded SE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA < 200 nucleotides in size that was pre-treated with TAP prior to cloning.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	53	year										/replicates/34ecfb36-9733-421e-8697-29890f84b56f/,/replicates/9dad6614-bde7-4f10-935e-4652f56272bf/
/experiments/ENCSR000CUT/	ENCSR000CUT	RNA-seq	RNA-seq			mononuclear cell female adult (52 years)	mononuclear cell	The libraries contained in this experiment come from mononuclear peripheral blood primary whole cells, hMNC-PB isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1	1		Homo sapiens	adult	52	year										/replicates/eb9b2c4a-cafb-4b14-9942-c3edd46f1c17/
/experiments/ENCSR797BPP/	ENCSR797BPP	RNA-seq	RNA-seq			fibroblast of arm male adult (53 years)	fibroblast of arm	The libraries contained in this experiment come from independent growths of cell line GM23248, a fibroblast primary cell line derived from an arm skin punch of a 53 year old male.  They are stranded PE101 Illumina Hi-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	53	year										/replicates/c57e0309-52f5-457e-b8c0-21e32b975ed1/,/replicates/b4338891-c808-45e9-961a-a587774f9f43/
/experiments/ENCSR000CUI/	ENCSR000CUI	RNA-seq	RNA-seq			skeletal muscle satellite cell female adult (64 years) and male adult (21 year)	skeletal muscle satellite cell	The libraries contained in this experiment come from skeletal muscle myosatellite cells isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	21,64	year										/replicates/c5271fd4-aba4-4350-b4b2-179620c8e004/,/replicates/46c45c4c-a434-4e7c-801b-1ed21713bc17/
/experiments/ENCSR000CPA/	ENCSR000CPA	RNA-seq	polyA mRNA RNA-seq			endothelial cell of umbilical vein cytosolic fraction male newborn	endothelial cell of umbilical vein	RNA-seq on human HUVEC cytosol long polyA+ RNA	Thomas Gingeras, CSHL	ENCODE	released	3,4	1		Homo sapiens	newborn	unknown											/replicates/100b00c6-83c6-4a84-b960-8f6a89174fb3/,/replicates/e7832fa6-6783-47fb-9d9a-3a5aa52422ec/
/experiments/ENCSR000CUC/	ENCSR000CUC	RNA-seq	polyA mRNA RNA-seq			CD14-positive monocyte female	CD14-positive monocyte	The libraries contained in this experiment come from the whole cell fraction of independent isolates of mobilized CD14+ monocytes. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/9c1c6c16-4f8f-4799-9a63-944a34a858cb/,/replicates/0bd7c6f8-e17b-45ca-99c7-0c6973b32852/
/experiments/ENCSR000CUH/	ENCSR000CUH	RNA-seq	RNA-seq			fibroblast of dermis female adult (44 years) and female adult (55 years)	fibroblast of dermis	The libraries contained in this experiment come from skin fibroblasts primary whole cells, NHDF isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	55,44	year										/replicates/5da2d8d5-606e-4eba-982b-d3eae380c7a8/,/replicates/b8f78d68-67a3-4c95-bafb-8f5fa60cd156/
/experiments/ENCSR000CPI/	ENCSR000CPI	RNA-seq	polyA depleted RNA-seq			keratinocyte female	keratinocyte	The libraries contained in this experiment come from independent growths of skin keratinocytes primary whole cells, NHEK. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted and DSN normalized Poly-A- RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	5,1,2	1		Homo sapiens	unknown	unknown											/replicates/46812b2b-e9cf-4974-9b6f-247e34965173/,/replicates/d65d4499-294d-49b5-aa98-c791b701a2f8/,/replicates/5e75259c-de16-44f2-b798-c0a8876a34a9/
/experiments/ENCSR000CPV/	ENCSR000CPV	RNA-seq	polyA depleted RNA-seq			skeletal muscle myoblast	skeletal muscle myoblast	RNA-seq on human HSMM whole cell long polyA- RNA	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	unknown	unknown											/replicates/eca9744c-d98f-43ff-b02d-1537d50be779/,/replicates/5750c317-92bf-4c3f-bf6f-962c1ad161d3/
/experiments/ENCSR000COY/	ENCSR000COY	RNA-seq	polyA mRNA RNA-seq			skeletal muscle myoblast	skeletal muscle myoblast	RNA-seq on human HSMM whole cell long polyA+ RNA	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/64d9b1fa-54b3-4ca1-9d55-8534ebeb5c73/,/replicates/ceebeaeb-bb5a-4382-9861-714bd217b995/
/experiments/ENCSR361DRG/	ENCSR361DRG	RNA-seq	polyA mRNA RNA-seq			fibroblast of skin of abdomen male fetal (97 days)	fibroblast of skin of abdomen		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	97	day										/replicates/a156cc63-ce61-44a8-8108-46c61c8deb71/
/experiments/ENCSR655XQF/	ENCSR655XQF	RNA-seq	polyA mRNA RNA-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	97	day										/replicates/1a1e416e-b929-451d-ad5a-781a47cf0a51/
/experiments/ENCSR000AAB/	ENCSR000AAB	RNA-seq	RNA-seq			bladder microvascular endothelial cell male adult (46 years) and male adult (60 years)	bladder microvascular endothelial cell	CSHL Long RNA Seq HBdMEC cell total  (SID38244,SID38245)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	46,60	year										/replicates/0028f5c2-1ead-47de-aa0e-82703e8e2c3d/,/replicates/2e7f89da-1101-4be2-adf8-13c1f715c684/
/experiments/ENCSR000CPM/	ENCSR000CPM	RNA-seq	polyA mRNA RNA-seq			fibroblast of lung male adult (45 years)	fibroblast of lung	The libraries contained in this experiment come from lung fibroblast primary whole cells, NHLF  isolated from independent donors. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	45	year										/replicates/a943b38f-4ee5-4a8f-946e-6f229edaa051/,/replicates/6fcce99d-6cc7-480f-bbf5-4dfa7203eeb5/
/experiments/ENCSR000AAN/	ENCSR000AAN	RNA-seq	RNA-seq			smooth muscle cell of the pulmonary artery male adult (26 years) and male adult (28 years)	smooth muscle cell of the pulmonary artery	CSHL Long RNA Seq HPASMC cell total (SID38228, SID38229)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	28,26	year										/replicates/14ef355f-bb33-43ff-a153-dce4979d6482/,/replicates/49ae8296-3c64-4986-9aeb-026dfb2edb54/
/experiments/ENCSR000AAP/	ENCSR000AAP	RNA-seq	RNA-seq			lung microvascular endothelial cell female adult (55 years) and male adult (63 years)	lung microvascular endothelial cell	CSHL Long RNA Seq HPMEC cell total  (SID38240,SID38241)	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	63,55	year										/replicates/17540630-6056-4c5c-8caa-e7db98752d56/,/replicates/4559c15d-178f-4e9f-b947-65e951376b3a/
/experiments/ENCSR000CQH/	ENCSR000CQH	RNA-seq	polyA depleted RNA-seq			endothelial cell of umbilical vein nuclear fraction male newborn	endothelial cell of umbilical vein	RNA-seq on human HUVEC nucleus long polyA- RNA	Thomas Gingeras, CSHL	ENCODE	released	4,3	1		Homo sapiens	newborn	unknown											/replicates/69ff4ee8-1298-4671-a8af-cf481cae9ca0/,/replicates/81c26582-cde2-470b-b0aa-c4fd8eb06694/
/experiments/ENCSR000CUG/	ENCSR000CUG	RNA-seq	RNA-seq			vein endothelial cell male adult (48 years) and male adult (52 years)	vein endothelial cell	The libraries contained in this experiment come from saphenous vein endothelial primary whole cells, HSaVEC isolated from independent donors. They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	52,48	year										/replicates/e1ccde41-6c1f-4455-9796-0b867fdef508/,/replicates/9fae9bb5-d50d-4003-96c8-cd50481cef1c/
/experiments/ENCSR373BDG/	ENCSR373BDG	RNA-seq	RNA-seq			kidney epithelial cell male fetal (22 weeks) and male newborn	kidney epithelial cell	The libraries contained in this experiment come from independent isolates of kidney epithelial primary cell type (HREpiC).  They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	fetal,newborn	22,unknown	week										/replicates/88fbfc26-cfe2-4a3a-a7be-695761d84ea7/,/replicates/ec22f93e-4dff-4658-b870-8435ecb1f2f8/
/experiments/ENCSR815UVL/	ENCSR815UVL	RNA-seq	RNA-seq			mammary microvascular endothelial cell female adult (26 years)	mammary microvascular endothelial cell	The libraries contained in this experiment come from independent isolates of mammary microvascular endothelial cell primary cell line (HMMEC).  They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	adult	26	year										/replicates/f8777f5e-e143-4771-84cc-a3b338aae3d2/,/replicates/d24c302f-4936-4105-9cde-a1347a51032b/
/experiments/ENCSR110BDY/	ENCSR110BDY	RNA-seq	RNA-seq			cardiac atrium fibroblast male child (2 years)	cardiac atrium fibroblast	The libraries contained in this experiment come from independent isolates of cardiac atrium fibroblast primary cell type (HCF-aa).  They are stranded PE101 Illumina Hi-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	child	2	year										/replicates/bab23756-56ae-41e9-88b6-3240c782735b/,/replicates/b13125c0-1c11-4705-a610-6e6a54d7bcc3/
/experiments/ENCSR897KTO/	ENCSR897KTO	RNA-seq	RNA-seq			epithelial cell of alveolus of lung NONE and female fetal (21 week)	epithelial cell of alveolus of lung	The libraries contained in this experiment come from independent isolates of epithelial cell of alveolus of lung primary of cell type (HPAE EpiC).  They are stranded PE101 Illumina Hi-Seq RNA-Seq libraries from rRNA-depleted Total RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	unknown,fetal	unknown,21	week										/replicates/57e3afad-e2f3-43f0-aec8-7418baed1912/,/replicates/b7817b28-4c57-46c8-927e-650eee85a224/
/experiments/ENCSR000AAH/	ENCSR000AAH	RNA-seq	RNA-seq			regular cardiac myocyte female adult (51 year) and male adult (48 years)	regular cardiac myocyte	CSHL Long RNA Seq HCM cell total  (SID38202,SID38203)	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	48,51	year										/replicates/33ba6852-4241-44b2-9001-cf15441eb46e/,/replicates/e17c4bfe-ea1a-4477-a0c5-3f24006eae3c/
/experiments/ENCSR000AAI/	ENCSR000AAI	RNA-seq	RNA-seq			dermis blood vessel endothelial cell female child (16 years) and male child (13 years)	dermis blood vessel endothelial cell	CSHL Long RNA Seq HDBEC cell total  (SID38204,SID38205)	Thomas Gingeras, CSHL	ENCODE	released	1,2	1		Homo sapiens	child	13,16	year										/replicates/2e1ed86c-2628-40b7-a5c7-4e5f508df726/,/replicates/c6aca5dd-4ad9-41a3-98f5-7b4d35275b00/
/experiments/ENCSR000CPK/	ENCSR000CPK	RNA-seq	polyA mRNA RNA-seq			keratinocyte cytosolic fraction female	keratinocyte	The libraries contained in this experiment come from independent growths of skin keratinocytes primary cytoplasmic extracts, NHEK.  They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	3,4	1		Homo sapiens	unknown	unknown											/replicates/5a91be45-7b24-42ec-b25c-0edd0c21a442/,/replicates/c0c9b9aa-71ec-4e43-9559-4ec90b32a461/
/experiments/ENCSR681ALA/	ENCSR681ALA	RNA-seq	polyA mRNA RNA-seq			fibroblast of skin of abdomen male fetal (97 days)	fibroblast of skin of abdomen		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	97	day										/replicates/1d4544ad-fcf4-4ed3-ba8f-7294bd942548/
/experiments/ENCSR637GBV/	ENCSR637GBV	RNA-seq	polyA mRNA RNA-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	97	day										/replicates/f5b27452-c2e5-449a-aa3a-9970715e8fd5/
/experiments/ENCSR000CPU/	ENCSR000CPU	RNA-seq	polyA depleted RNA-seq			mammary epithelial cell female	mammary epithelial cell	The libraries contained in this experiment come from mammary gland epithelial primary whole cells, HMEC isolated from independent donors. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted and DNS normalized Poly-A- RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1	1		Homo sapiens	unknown	unknown											/replicates/0f132e39-90b4-408a-a133-60ea65db5e5c/
/experiments/ENCSR000COX/	ENCSR000COX	RNA-seq	polyA mRNA RNA-seq			mammary epithelial cell female	mammary epithelial cell	The libraries contained in this experiment come from mammary gland epithelial primary whole cells, HMEC isolated from independent donors. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	1	1		Homo sapiens	unknown	unknown											/replicates/0a591c52-53e3-4cf0-a644-213d87b6b012/
/experiments/ENCSR000CQO/	ENCSR000CQO	RNA-seq	polyA depleted RNA-seq			keratinocyte nuclear fraction female	keratinocyte	The libraries contained in this experiment come from independent growths of skin keratinocytes primary nuclear extracts, NHEK. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted and DSN normalized Poly-A- RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	3,4	1		Homo sapiens	unknown	unknown											/replicates/9e2a9ca8-b5ed-4f60-b930-431075854b40/,/replicates/cd24def5-94da-4d67-92c8-fa545d28732a/
/experiments/ENCSR982VYI/	ENCSR982VYI	RNA-seq	polyA mRNA RNA-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	97	day										/replicates/8ac4bfc1-2d6f-401d-ac4a-ee3116fc5e69/
/experiments/ENCSR000CTV/	ENCSR000CTV	RNA-seq	polyA mRNA RNA-seq			B cell female adult (27 years) and female adult (43 years)	B cell	The libraries contained in this experiment come from the whole cell fraction of independent isolates of CD20+ B cells. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A+ RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	43,27	year										/replicates/05d6df75-991e-49f9-a648-7583bdf0aabf/,/replicates/75fe0b96-2025-42ff-972d-633f8ed9d4af/
/experiments/ENCSR000CTW/	ENCSR000CTW	RNA-seq	polyA depleted RNA-seq			B cell female adult (27 years) and female adult (43 years)	B cell	The libraries contained in this experiment come from the whole cell fraction of independent isolates of CD20+ B cells. They are stranded PE76 Illumina GAIIx RNA-Seq libraries from rRNA-depleted Poly-A- RNA > 200 nucleotides in size.	Thomas Gingeras, CSHL	ENCODE	released	2,1	1		Homo sapiens	adult	43,27	year										/replicates/80e885c7-d9cc-40c4-987d-09c1ae343822/,/replicates/f54e85f4-83bb-46a8-9456-fdc1042f52b7/
